number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_dim,params_lr,user_attrs_domain_bal_accs,state
82,0.7894400522910705,2026-09-01 18:34:58.368342,2026-09-01 18:36:30.767829,0 days 00:01:32.399487,0.030572802130688803,32,9.800992087570729e-05,"{np.str_('animal'): 0.7679432544577773, np.str_('music'): 0.7346491228070176, np.str_('soundscapes'): 0.7049180327868853, np.str_('speech'): 0.9502497991126018}",COMPLETE
83,0.7848866465339617,2026-09-01 18:36:30.768879,2026-09-01 18:37:15.028051,0 days 00:00:44.259172,0.058995280211508336,32,0.00025391364289267045,"{np.str_('animal'): 0.7003196142200292, np.str_('music'): 0.7609649122807017, np.str_('soundscapes'): 0.7295081967213115, np.str_('speech'): 0.9487538629138041}",COMPLETE
84,0.7884117326825706,2026-09-01 18:37:15.028714,2026-09-01 18:38:38.842482,0 days 00:01:23.813768,0.12586184314858018,32,0.00013267830532327898,"{np.str_('animal'): 0.7314960188404172, np.str_('music'): 0.7684210526315789, np.str_('soundscapes'): 0.7049180327868853, np.str_('speech'): 0.9488118264714009}",COMPLETE
85,0.7842957787560918,2026-09-01 18:38:38.842903,2026-09-01 18:39:35.536684,0 days 00:00:56.693781,0.15136528988781828,32,0.00032158996995346553,"{np.str_('animal'): 0.7642704945609511, np.str_('music'): 0.7684210526315789, np.str_('soundscapes'): 0.6557377049180328, np.str_('speech'): 0.9487538629138041}",COMPLETE
86,0.7810959994299851,2026-09-01 18:39:35.537073,2026-09-01 18:41:26.218401,0 days 00:01:50.681328,0.07980624638968016,32,5.534383882837597e-05,"{np.str_('animal'): 0.6946843108668834, np.str_('music'): 0.7447368421052631, np.str_('soundscapes'): 0.7377049180327868, np.str_('speech'): 0.9472579267150067}",COMPLETE
87,0.7913334763770052,2026-09-01 18:41:26.218825,2026-09-01 18:42:05.323021,0 days 00:00:39.104196,0.034410207720959374,128,0.00020901049745802313,"{np.str_('animal'): 0.7709711786475272, np.str_('music'): 0.7346491228070176, np.str_('soundscapes'): 0.7049180327868851, np.str_('speech'): 0.9547955712665911}",COMPLETE
88,0.7930894692291417,2026-09-01 18:42:05.323504,2026-09-01 18:42:41.642551,0 days 00:00:36.319047,0.018355359017184394,32,0.0004240901126839593,"{np.str_('animal'): 0.7424021531905349, np.str_('music'): 0.7771929824561403, np.str_('soundscapes'): 0.7049180327868851, np.str_('speech'): 0.9478447084830064}",COMPLETE
89,0.8123432371370399,2026-09-01 18:42:41.643228,2026-09-01 18:44:13.688469,0 days 00:01:32.045241,0.04737386379015972,32,8.755941244374201e-05,"{np.str_('animal'): 0.772569249747673, np.str_('music'): 0.7921052631578948, np.str_('soundscapes'): 0.7377049180327868, np.str_('speech'): 0.9469935176098052}",COMPLETE
90,0.7906484659141686,2026-09-01 18:44:13.689014,2026-09-01 18:46:15.899843,0 days 00:02:02.210829,0.1750661035520549,128,3.2635101425017895e-05,"{np.str_('animal'): 0.7559156667040485, np.str_('music'): 0.7596491228070176, np.str_('soundscapes'): 0.6967213114754098, np.str_('speech'): 0.9503077626701986}",COMPLETE
91,0.779277081567957,2026-09-01 18:46:15.900308,2026-09-01 18:48:09.957243,0 days 00:01:54.056935,0.048762094436594704,32,8.556794129953202e-05,"{np.str_('animal'): 0.7060670629135359, np.str_('music'): 0.7771929824561403, np.str_('soundscapes'): 0.6885245901639344, np.str_('speech'): 0.9453236907382174}",COMPLETE
92,0.7804984085001848,2026-09-01 18:48:09.957988,2026-09-01 18:49:08.128266,0 days 00:00:58.170278,0.012867302033451489,32,0.00011467252601568513,"{np.str_('animal'): 0.7300100930806325, np.str_('music'): 0.7258771929824561, np.str_('soundscapes'): 0.7213114754098361, np.str_('speech'): 0.9447948725278146}",COMPLETE
93,0.7858684458417906,2026-09-01 18:49:08.128762,2026-09-01 18:50:58.009066,0 days 00:01:49.880304,0.027724068066573515,32,6.599629796021993e-05,"{np.str_('animal'): 0.7304867107771672, np.str_('music'): 0.7684210526315789, np.str_('soundscapes'): 0.6967213114754098, np.str_('speech'): 0.9478447084830064}",COMPLETE
94,0.7818650025442385,2026-09-01 18:50:58.009457,2026-09-01 18:52:12.370660,0 days 00:01:14.361203,0.066309438555124,32,0.00014823907993696405,"{np.str_('animal'): 0.7409162274307503, np.str_('music'): 0.7508771929824561, np.str_('soundscapes'): 0.6885245901639344, np.str_('speech'): 0.9471419995998132}",COMPLETE
95,0.7741055177521655,2026-09-01 18:52:12.371289,2026-09-01 18:53:51.128400,0 days 00:01:38.757111,0.10735088952375801,32,9.853791962406747e-05,"{np.str_('animal'): 0.6951609285634182, np.str_('music'): 0.7521929824561404, np.str_('soundscapes'): 0.7049180327868853, np.str_('speech'): 0.9441501272022181}",COMPLETE
96,0.7938142979002565,2026-09-01 18:53:51.128926,2026-09-01 18:54:55.967547,0 days 00:01:04.838621,0.044159313170483695,32,0.00017234823684343807,"{np.str_('animal'): 0.7844846921610407, np.str_('music'): 0.743421052631579, np.str_('soundscapes'): 0.6967213114754098, np.str_('speech'): 0.9506301353329967}",COMPLETE
97,0.7703877590958521,2026-09-01 18:54:55.967953,2026-09-01 18:56:21.798538,0 days 00:01:25.830585,0.09255096435174442,64,8.048878217977252e-05,"{np.str_('animal'): 0.701917685320175, np.str_('music'): 0.7271929824561403, np.str_('soundscapes'): 0.7049180327868853, np.str_('speech'): 0.9475223358202082}",COMPLETE
98,0.7926525237952318,2026-09-01 18:56:21.799026,2026-09-01 18:57:07.890966,0 days 00:00:46.091940,0.0010527444306163113,128,0.00012296501826856258,"{np.str_('animal'): 0.753840977907368, np.str_('music'): 0.7934210526315789, np.str_('soundscapes'): 0.6721311475409836, np.str_('speech'): 0.9512169171009963}",COMPLETE
99,0.7659027340541622,2026-09-01 18:57:07.892028,2026-09-01 18:58:48.786799,0 days 00:01:40.894771,0.4720303978159098,32,0.00021542174618581882,"{np.str_('animal'): 0.7502803633509028, np.str_('music'): 0.7258771929824561, np.str_('soundscapes'): 0.639344262295082, np.str_('speech'): 0.9481091175882078}",COMPLETE
